,a_tm,h_tm,sgoals,mqij,sim_ascore,sim_hscore
Atlanta Hawks vs Toronto Raptors,Atlanta Hawks,Toronto Raptors,201.26943551223502,-3.4557084773837587,99.0,103.0
Atlanta Hawks vs Utah Jazz,Atlanta Hawks,Utah Jazz,190.56042425377456,-2.4864912263854113,95.0,97.0
Atlanta Hawks vs Cleveland Cavaliers,Atlanta Hawks,Cleveland Cavaliers,202.73789005709318,-5.4745411093185945,99.0,105.0
Atlanta Hawks vs Dallas Mavericks,Atlanta Hawks,Dallas Mavericks,201.21468589357852,-0.07362584960188867,101.0,101.0
Atlanta Hawks vs Los Angeles Clippers,Atlanta Hawks,Los Angeles Clippers,205.32959960873308,-5.071233675671842,101.0,106.0
Atlanta Hawks vs Minnesota Timberwolves,Atlanta Hawks,Minnesota Timberwolves,205.14711936728844,4.002663918745686,105.0,101.0
Atlanta Hawks vs Orlando Magic,Atlanta Hawks,Orlando Magic,200.64688400705114,4.029600020359895,103.0,99.0
Atlanta Hawks vs Chicago Bulls,Atlanta Hawks,Chicago Bulls,199.36309755709686,-0.8877842651437664,100.0,101.0
Atlanta Hawks vs Milwaukee Bucks,Atlanta Hawks,Milwaukee Bucks,198.68506611630147,1.0618599810615237,101.0,100.0
Atlanta Hawks vs Detroit Pistons,Atlanta Hawks,Detroit Pistons,198.55197383069174,0.2045200591732632,100.0,100.0
Atlanta Hawks vs Golden State Warriors,Atlanta Hawks,Golden State Warriors,211.72234079324642,-10.554181851454704,101.0,112.0
Atlanta Hawks vs Houston Rockets,Atlanta Hawks,Houston Rockets,210.84734333558157,-2.966844791439476,105.0,108.0
Atlanta Hawks vs Oklahoma City Thunder,Atlanta Hawks,Oklahoma City Thunder,207.28270025734201,-4.158900775468949,102.0,107.0
Atlanta Hawks vs Philadelphia 76ers,Atlanta Hawks,Philadelphia 76ers,199.86591682418788,7.835129530982869,105.0,97.0
Atlanta Hawks vs Washington Wizards,Atlanta Hawks,Washington Wizards,203.8614313818967,-1.307673233358476,102.0,103.0
Atlanta Hawks vs Brooklyn Nets,Atlanta Hawks,Brooklyn Nets,204.0760297635664,5.041437853784709,105.0,100.0
Detroit Pistons vs Los Angeles Lakers,Detroit Pistons,Los Angeles Lakers,204.3328853469216,4.386748833103173,105.0,100.0
Detroit Pistons vs New Orleans Pelicans,Detroit Pistons,New Orleans Pelicans,202.16121439305488,-1.871311863320642,101.0,102.0
Detroit Pistons vs San Antonio Spurs,Detroit Pistons,San Antonio Spurs,196.38311036841952,-11.48960914734765,93.0,105.0
Detroit Pistons vs Boston Celtics,Detroit Pistons,Boston Celtics,203.596324478079,-5.048998236081394,100.0,105.0
Detroit Pistons vs Charlotte Hornets,Detroit Pistons,Charlotte Hornets,197.739105396757,-3.3534251472858174,98.0,101.0
Detroit Pistons vs Denver Nuggets,Detroit Pistons,Denver Nuggets,208.33689169715723,-1.2698960095057843,104.0,105.0
Detroit Pistons vs Indiana Pacers,Detroit Pistons,Indiana Pacers,198.1024200560626,-3.902963610980869,98.0,101.0
Detroit Pistons vs Memphis Grizzlies,Detroit Pistons,Memphis Grizzlies,193.91074963003695,-3.6140595747250184,96.0,99.0
Detroit Pistons vs Miami Heat,Detroit Pistons,Miami Heat,194.1579278978324,-3.669561086323401,96.0,100.0
Detroit Pistons vs New York Knicks,Detroit Pistons,New York Knicks,197.7959007792512,1.7009788201770788,101.0,99.0
Detroit Pistons vs Phoenix Suns,Detroit Pistons,Phoenix Suns,207.76462195766163,0.9799966212254421,105.0,104.0
Detroit Pistons vs Portland Trail Blazers,Detroit Pistons,Portland Trail Blazers,205.38715538708726,-4.633375199321323,101.0,105.0
Detroit Pistons vs Sacramento Kings,Detroit Pistons,Sacramento Kings,206.54769174911593,-0.12534478861266418,104.0,104.0
Detroit Pistons vs Toronto Raptors,Detroit Pistons,Toronto Raptors,200.48450303275064,-6.4867618347934,98.0,104.0
Detroit Pistons vs Utah Jazz,Detroit Pistons,Utah Jazz,189.77549177429017,-5.517544583795052,92.0,98.0
Detroit Pistons vs Cleveland Cavaliers,Detroit Pistons,Cleveland Cavaliers,201.9529575776088,-8.505594466728235,97.0,106.0
Detroit Pistons vs Dallas Mavericks,Detroit Pistons,Dallas Mavericks,200.42975341409414,-3.1046792070115297,99.0,102.0
Detroit Pistons vs Los Angeles Clippers,Detroit Pistons,Los Angeles Clippers,204.5446671292487,-8.102287033081483,99.0,107.0
Detroit Pistons vs Minnesota Timberwolves,Detroit Pistons,Minnesota Timberwolves,204.36218688780406,0.9716105613360448,103.0,102.0
Detroit Pistons vs Orlando Magic,Detroit Pistons,Orlando Magic,199.86195152756676,0.9985466629502544,101.0,100.0
Detroit Pistons vs Chicago Bulls,Detroit Pistons,Chicago Bulls,198.57816507761248,-3.9188376225534074,98.0,102.0
Detroit Pistons vs Milwaukee Bucks,Detroit Pistons,Milwaukee Bucks,197.9001336368171,-1.9691933763481173,98.0,100.0
Detroit Pistons vs Atlanta Hawks,Detroit Pistons,Atlanta Hawks,198.55197383069174,-5.857586655646019,97.0,103.0
Detroit Pistons vs Golden State Warriors,Detroit Pistons,Golden State Warriors,210.93740831376203,-13.585235208864344,99.0,112.0
Detroit Pistons vs Houston Rockets,Detroit Pistons,Houston Rockets,210.0624108560972,-5.997898148849117,103.0,109.0
Detroit Pistons vs Oklahoma City Thunder,Detroit Pistons,Oklahoma City Thunder,206.49776777785763,-7.18995413287859,100.0,107.0
Detroit Pistons vs Philadelphia 76ers,Detroit Pistons,Philadelphia 76ers,199.0809843447035,4.804076173573227,103.0,98.0
Detroit Pistons vs Washington Wizards,Detroit Pistons,Washington Wizards,203.0764989024123,-4.3387265907681165,99.0,104.0
Detroit Pistons vs Brooklyn Nets,Detroit Pistons,Brooklyn Nets,203.291097284082,2.010384496375068,103.0,101.0
Golden State Warriors vs Los Angeles Lakers,Golden State Warriors,Los Angeles Lakers,217.5032523094763,15.14545074373114,117.0,102.0
Golden State Warriors vs New Orleans Pelicans,Golden State Warriors,New Orleans Pelicans,215.33158135560956,8.887390047307326,112.0,104.0
Golden State Warriors vs San Antonio Spurs,Golden State Warriors,San Antonio Spurs,209.5534773309742,-0.7309072367196845,104.0,105.0
Golden State Warriors vs Boston Celtics,Golden State Warriors,Boston Celtics,216.76669144063368,5.709703674546574,112.0,106.0
Golden State Warriors vs Charlotte Hornets,Golden State Warriors,Charlotte Hornets,210.90947235931168,7.405276763342151,109.0,102.0
Golden State Warriors vs Denver Nuggets,Golden State Warriors,Denver Nuggets,221.5072586597119,9.488805901122184,116.0,107.0
Golden State Warriors vs Indiana Pacers,Golden State Warriors,Indiana Pacers,211.2727870186173,6.855738299647099,110.0,103.0
Golden State Warriors vs Memphis Grizzlies,Golden State Warriors,Memphis Grizzlies,207.08111659259163,7.144642335902949,108.0,100.0
Golden State Warriors vs Miami Heat,Golden State Warriors,Miami Heat,207.32829486038708,7.089140824304566,108.0,101.0
Golden State Warriors vs New York Knicks,Golden State Warriors,New York Knicks,210.9662677418059,12.459680730805047,112.0,99.0
Golden State Warriors vs Phoenix Suns,Golden State Warriors,Phoenix Suns,220.9349889202163,11.738698531853409,117.0,105.0
Golden State Warriors vs Portland Trail Blazers,Golden State Warriors,Portland Trail Blazers,218.55752234964194,6.125326711306645,113.0,107.0
Golden State Warriors vs Sacramento Kings,Golden State Warriors,Sacramento Kings,219.7180587116706,10.633357122015303,115.0,105.0
Golden State Warriors vs Toronto Raptors,Golden State Warriors,Toronto Raptors,213.65486999530532,4.271940075834568,110.0,105.0
Golden State Warriors vs Utah Jazz,Golden State Warriors,Utah Jazz,202.94585873684485,5.241157326832916,105.0,100.0
Golden State Warriors vs Cleveland Cavaliers,Golden State Warriors,Cleveland Cavaliers,215.12332454016348,2.2531074438997316,109.0,107.0
Golden State Warriors vs Dallas Mavericks,Golden State Warriors,Dallas Mavericks,213.60012037664882,7.654022703616437,111.0,103.0
Golden State Warriors vs Los Angeles Clippers,Golden State Warriors,Los Angeles Clippers,217.71503409180337,2.6564148775464838,111.0,108.0
Golden State Warriors vs Minnesota Timberwolves,Golden State Warriors,Minnesota Timberwolves,217.53255385035874,11.730312471964012,115.0,103.0
Golden State Warriors vs Orlando Magic,Golden State Warriors,Orlando Magic,213.03231849012144,11.757248573578222,112.0,101.0
Golden State Warriors vs Chicago Bulls,Golden State Warriors,Chicago Bulls,211.74853204016716,6.83986428807456,110.0,103.0
Golden State Warriors vs Milwaukee Bucks,Golden State Warriors,Milwaukee Bucks,211.07050059937177,8.78950853427985,110.0,101.0
Golden State Warriors vs Atlanta Hawks,Golden State Warriors,Atlanta Hawks,211.72234079324642,4.901115254981949,109.0,104.0
Golden State Warriors vs Detroit Pistons,Golden State Warriors,Detroit Pistons,210.93740831376203,7.932168612391589,110.0,102.0
Golden State Warriors vs Houston Rockets,Golden State Warriors,Houston Rockets,223.23277781865187,4.760803761778851,115.0,110.0
Golden State Warriors vs Oklahoma City Thunder,Golden State Warriors,Oklahoma City Thunder,219.6681347404123,3.5687477777493775,112.0,108.0
Golden State Warriors vs Philadelphia 76ers,Golden State Warriors,Philadelphia 76ers,212.25135130725818,15.562778084201195,114.0,98.0
Golden State Warriors vs Washington Wizards,Golden State Warriors,Washington Wizards,216.246865864967,6.41997531985985,112.0,106.0
Golden State Warriors vs Brooklyn Nets,Golden State Warriors,Brooklyn Nets,216.4614642466367,12.769086407003035,115.0,102.0
Houston Rockets vs Los Angeles Lakers,Houston Rockets,Los Angeles Lakers,216.62825485181145,7.558113683715913,113.0,106.0
Houston Rockets vs New Orleans Pelicans,Houston Rockets,New Orleans Pelicans,214.45658389794465,1.3000529872920974,108.0,107.0
Houston Rockets vs San Antonio Spurs,Houston Rockets,San Antonio Spurs,208.6784798733093,-8.318244296734912,100.0,109.0
Houston Rockets vs Boston Celtics,Houston Rockets,Boston Celtics,215.89169398296877,-1.8776333854686547,107.0,109.0
Houston Rockets vs Charlotte Hornets,Houston Rockets,Charlotte Hornets,210.03447490164683,-0.182060296673078,105.0,105.0
Houston Rockets vs Denver Nuggets,Houston Rockets,Denver Nuggets,220.632261202047,1.9014688411069556,112.0,110.0
Houston Rockets vs Indiana Pacers,Houston Rockets,Indiana Pacers,210.3977895609524,-0.7315987603681298,105.0,106.0
Houston Rockets vs Memphis Grizzlies,Houston Rockets,Memphis Grizzlies,206.20611913492678,-0.44269472411227895,103.0,104.0
Houston Rockets vs Miami Heat,Houston Rockets,Miami Heat,206.45329740272223,-0.49819623571066174,103.0,104.0
Houston Rockets vs New York Knicks,Houston Rockets,New York Knicks,210.091270284141,4.872343670789819,108.0,103.0
Houston Rockets vs Phoenix Suns,Houston Rockets,Phoenix Suns,220.0599914625514,4.151361471838182,113.0,109.0
Houston Rockets vs Portland Trail Blazers,Houston Rockets,Portland Trail Blazers,217.68252489197704,-1.4620103487085838,109.0,110.0
Houston Rockets vs Sacramento Kings,Houston Rockets,Sacramento Kings,218.8430612540057,3.0460200620000752,112.0,109.0
Houston Rockets vs Toronto Raptors,Houston Rockets,Toronto Raptors,212.77987253764041,-3.3153969841806603,105.0,108.0
Houston Rockets vs Utah Jazz,Houston Rockets,Utah Jazz,202.07086127918,-2.346179733182313,100.0,103.0
Houston Rockets vs Cleveland Cavaliers,Houston Rockets,Cleveland Cavaliers,214.24832708249863,-5.334229616115496,105.0,110.0
Houston Rockets vs Dallas Mavericks,Houston Rockets,Dallas Mavericks,212.7251229189839,0.06668564360120977,107.0,107.0
Houston Rockets vs Los Angeles Clippers,Houston Rockets,Los Angeles Clippers,216.84003663413847,-4.930922182468744,107.0,112.0
Houston Rockets vs Minnesota Timberwolves,Houston Rockets,Minnesota Timberwolves,216.6575563926939,4.142975411948784,111.0,107.0
Houston Rockets vs Orlando Magic,Houston Rockets,Orlando Magic,212.1573210324566,4.169911513562994,109.0,105.0
Houston Rockets vs Chicago Bulls,Houston Rockets,Chicago Bulls,210.87353458250226,-0.747472771940668,106.0,106.0
Houston Rockets vs Milwaukee Bucks,Houston Rockets,Milwaukee Bucks,210.19550314170692,1.2021714742646217,106.0,105.0
Houston Rockets vs Atlanta Hawks,Houston Rockets,Atlanta Hawks,210.84734333558157,-2.6862218050332793,105.0,107.0
Houston Rockets vs Detroit Pistons,Houston Rockets,Detroit Pistons,210.0624108560972,0.34483155237636165,106.0,105.0
Houston Rockets vs Golden State Warriors,Houston Rockets,Golden State Warriors,223.23277781865187,-10.413870358251605,107.0,118.0
Houston Rockets vs Oklahoma City Thunder,Houston Rockets,Oklahoma City Thunder,218.79313728274747,-4.01858928226585,108.0,112.0
Houston Rockets vs Philadelphia 76ers,Houston Rockets,Philadelphia 76ers,211.37635384959327,7.975441024185967,110.0,102.0
Houston Rockets vs Washington Wizards,Houston Rockets,Washington Wizards,215.3718684073021,-1.1673617401553775,107.0,109.0
Houston Rockets vs Brooklyn Nets,Houston Rockets,Brooklyn Nets,215.58646678897185,5.181749346987807,111.0,106.0
Oklahoma City Thunder vs Los Angeles Lakers,Oklahoma City Thunder,Los Angeles Lakers,213.06361177357195,8.750169667745386,112.0,103.0
Oklahoma City Thunder vs New Orleans Pelicans,Oklahoma City Thunder,New Orleans Pelicans,210.8919408197052,2.4921089713215703,107.0,105.0
Oklahoma City Thunder vs San Antonio Spurs,Oklahoma City Thunder,San Antonio Spurs,205.11383679506986,-7.126188312705439,99.0,107.0
Oklahoma City Thunder vs Boston Celtics,Oklahoma City Thunder,Boston Celtics,212.32705090472933,-0.6855774014391822,106.0,107.0
Oklahoma City Thunder vs Charlotte Hornets,Oklahoma City Thunder,Charlotte Hornets,206.46983182340733,1.0099956873563944,104.0,103.0
Oklahoma City Thunder vs Denver Nuggets,Oklahoma City Thunder,Denver Nuggets,217.0676181238075,3.0935248251364276,111.0,107.0
Oklahoma City Thunder vs Indiana Pacers,Oklahoma City Thunder,Indiana Pacers,206.8331464827129,0.4604572236613427,104.0,104.0
Oklahoma City Thunder vs Memphis Grizzlies,Oklahoma City Thunder,Memphis Grizzlies,202.64147605668728,0.7493612599171935,102.0,101.0
Oklahoma City Thunder vs Miami Heat,Oklahoma City Thunder,Miami Heat,202.88865432448273,0.6938597483188107,102.0,101.0
Oklahoma City Thunder vs New York Knicks,Oklahoma City Thunder,New York Knicks,206.52662720590155,6.06439965481929,107.0,101.0
Oklahoma City Thunder vs Phoenix Suns,Oklahoma City Thunder,Phoenix Suns,216.4953483843119,5.343417455867655,112.0,106.0
Oklahoma City Thunder vs Portland Trail Blazers,Oklahoma City Thunder,Portland Trail Blazers,214.1178818137376,-0.2699543646791116,107.0,108.0
Oklahoma City Thunder vs Sacramento Kings,Oklahoma City Thunder,Sacramento Kings,215.27841817576626,4.238076046029548,110.0,106.0
Oklahoma City Thunder vs Toronto Raptors,Oklahoma City Thunder,Toronto Raptors,209.21522945940092,-2.123341000151188,104.0,106.0
Oklahoma City Thunder vs Utah Jazz,Oklahoma City Thunder,Utah Jazz,198.5062182009405,-1.1541237491528404,99.0,100.0
Oklahoma City Thunder vs Cleveland Cavaliers,Oklahoma City Thunder,Cleveland Cavaliers,210.68368400425908,-4.142173632086024,104.0,108.0
Oklahoma City Thunder vs Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,209.16047984074447,1.2587416276306818,106.0,105.0
Oklahoma City Thunder vs Los Angeles Clippers,Oklahoma City Thunder,Los Angeles Clippers,213.27539355589897,-3.7388661984392715,105.0,109.0
Oklahoma City Thunder vs Minnesota Timberwolves,Oklahoma City Thunder,Minnesota Timberwolves,213.0929133144544,5.335031395978257,110.0,105.0
Oklahoma City Thunder vs Orlando Magic,Oklahoma City Thunder,Orlando Magic,208.5926779542171,5.361967497592467,108.0,102.0
Oklahoma City Thunder vs Chicago Bulls,Oklahoma City Thunder,Chicago Bulls,207.30889150426282,0.44458321208880447,104.0,104.0
Oklahoma City Thunder vs Milwaukee Bucks,Oklahoma City Thunder,Milwaukee Bucks,206.63086006346742,2.3942274582940946,105.0,102.0
Oklahoma City Thunder vs Atlanta Hawks,Oklahoma City Thunder,Atlanta Hawks,207.28270025734201,-1.494165821003807,104.0,106.0
Oklahoma City Thunder vs Detroit Pistons,Oklahoma City Thunder,Detroit Pistons,206.49776777785763,1.536887536405834,105.0,103.0
Oklahoma City Thunder vs Golden State Warriors,Oklahoma City Thunder,Golden State Warriors,219.6681347404123,-9.221814374222133,106.0,115.0
Oklahoma City Thunder vs Houston Rockets,Oklahoma City Thunder,Houston Rockets,218.79313728274747,-1.6344773142069053,109.0,111.0
Oklahoma City Thunder vs Philadelphia 76ers,Oklahoma City Thunder,Philadelphia 76ers,207.81171077135383,9.16749700821544,109.0,99.0
Oklahoma City Thunder vs Washington Wizards,Oklahoma City Thunder,Washington Wizards,211.8072253290626,0.024694243874094912,106.0,106.0
Oklahoma City Thunder vs Brooklyn Nets,Oklahoma City Thunder,Brooklyn Nets,212.02182371073235,6.37380533101728,110.0,103.0
Philadelphia 76ers vs Los Angeles Lakers,Philadelphia 76ers,Los Angeles Lakers,205.6468283404178,-3.243860638706433,102.0,105.0
Philadelphia 76ers vs New Orleans Pelicans,Philadelphia 76ers,New Orleans Pelicans,203.47515738655102,-9.501921335130247,97.0,107.0
Philadelphia 76ers vs San Antonio Spurs,Philadelphia 76ers,San Antonio Spurs,197.69705336191566,-19.120218619157257,89.0,108.0
Philadelphia 76ers vs Boston Celtics,Philadelphia 76ers,Boston Celtics,204.91026747157514,-12.679607707890998,97.0,110.0
Philadelphia 76ers vs Charlotte Hornets,Philadelphia 76ers,Charlotte Hornets,199.0530483902532,-10.984034619095421,95.0,106.0
Philadelphia 76ers vs Denver Nuggets,Philadelphia 76ers,Denver Nuggets,209.6508346906533,-8.90050548131539,100.0,109.0
Philadelphia 76ers vs Indiana Pacers,Philadelphia 76ers,Indiana Pacers,199.4163630495587,-11.533573082790474,94.0,106.0
Philadelphia 76ers vs Memphis Grizzlies,Philadelphia 76ers,Memphis Grizzlies,195.22469262353314,-11.244669046534623,93.0,104.0
Philadelphia 76ers vs Miami Heat,Philadelphia 76ers,Miami Heat,195.4718708913286,-11.300170558133006,92.0,104.0
Philadelphia 76ers vs New York Knicks,Philadelphia 76ers,New York Knicks,199.10984377274735,-5.929630651632527,97.0,103.0
Philadelphia 76ers vs Phoenix Suns,Philadelphia 76ers,Phoenix Suns,209.07856495115772,-6.650612850584164,102.0,108.0
Philadelphia 76ers vs Portland Trail Blazers,Philadelphia 76ers,Portland Trail Blazers,206.7010983805834,-12.263984671130927,98.0,110.0
Philadelphia 76ers vs Sacramento Kings,Philadelphia 76ers,Sacramento Kings,207.86163474261207,-7.7559542604222695,101.0,109.0
Philadelphia 76ers vs Toronto Raptors,Philadelphia 76ers,Toronto Raptors,201.79844602624672,-14.117371306603005,94.0,108.0
Philadelphia 76ers vs Utah Jazz,Philadelphia 76ers,Utah Jazz,191.08943476778637,-13.148154055604657,89.0,103.0
Philadelphia 76ers vs Cleveland Cavaliers,Philadelphia 76ers,Cleveland Cavaliers,203.26690057110494,-16.13620393853784,94.0,110.0
Philadelphia 76ers vs Dallas Mavericks,Philadelphia 76ers,Dallas Mavericks,201.74369640759028,-10.735288678821135,96.0,107.0
Philadelphia 76ers vs Los Angeles Clippers,Philadelphia 76ers,Los Angeles Clippers,205.85861012274478,-15.732896504891087,95.0,111.0
Philadelphia 76ers vs Minnesota Timberwolves,Philadelphia 76ers,Minnesota Timberwolves,205.67612988130026,-6.65899891047356,100.0,107.0
Philadelphia 76ers vs Orlando Magic,Philadelphia 76ers,Orlando Magic,201.17589452106296,-6.6320628088593505,98.0,105.0
Philadelphia 76ers vs Chicago Bulls,Philadelphia 76ers,Chicago Bulls,199.89210807110862,-11.549447094363012,94.0,106.0
Philadelphia 76ers vs Milwaukee Bucks,Philadelphia 76ers,Milwaukee Bucks,199.2140766303133,-9.599802848157722,95.0,105.0
Philadelphia 76ers vs Atlanta Hawks,Philadelphia 76ers,Atlanta Hawks,199.86591682418788,-13.488196127455623,94.0,107.0
Philadelphia 76ers vs Detroit Pistons,Philadelphia 76ers,Detroit Pistons,199.0809843447035,-10.457142770045984,95.0,105.0
Philadelphia 76ers vs Golden State Warriors,Philadelphia 76ers,Golden State Warriors,212.25135130725818,-21.21584468067395,96.0,117.0
Philadelphia 76ers vs Houston Rockets,Philadelphia 76ers,Houston Rockets,211.37635384959327,-13.628507620658722,100.0,114.0
Philadelphia 76ers vs Oklahoma City Thunder,Philadelphia 76ers,Oklahoma City Thunder,207.81171077135383,-14.820563604688195,97.0,112.0
Philadelphia 76ers vs Washington Wizards,Philadelphia 76ers,Washington Wizards,204.3904418959084,-11.969336062577723,96.0,108.0
Philadelphia 76ers vs Brooklyn Nets,Philadelphia 76ers,Brooklyn Nets,204.6050402775782,-5.620224975434537,100.0,105.0
Washington Wizards vs Los Angeles Lakers,Washington Wizards,Los Angeles Lakers,209.64234289812657,5.898942125634912,108.0,102.0
Washington Wizards vs New Orleans Pelicans,Washington Wizards,New Orleans Pelicans,207.47067194425978,-0.35911857078890286,104.0,105.0
Washington Wizards vs San Antonio Spurs,Washington Wizards,San Antonio Spurs,201.69256791962442,-9.977415854815913,96.0,106.0
Washington Wizards vs Boston Celtics,Washington Wizards,Boston Celtics,208.9057820292839,-3.536804943549655,103.0,107.0
Washington Wizards vs Charlotte Hornets,Washington Wizards,Charlotte Hornets,203.04856294796195,-1.841231854754078,101.0,103.0
Washington Wizards vs Denver Nuggets,Washington Wizards,Denver Nuggets,213.64634924836213,0.24229728302595488,108.0,107.0
Washington Wizards vs Indiana Pacers,Washington Wizards,Indiana Pacers,203.4118776072675,-2.39077031844913,101.0,103.0
Washington Wizards vs Memphis Grizzlies,Washington Wizards,Memphis Grizzlies,199.2202071812419,-2.101866282193279,99.0,101.0
Washington Wizards vs Miami Heat,Washington Wizards,Miami Heat,199.46738544903735,-2.157367793791662,99.0,101.0
Washington Wizards vs New York Knicks,Washington Wizards,New York Knicks,203.1053583304561,3.213172112708818,104.0,101.0
Washington Wizards vs Phoenix Suns,Washington Wizards,Phoenix Suns,213.07407950886653,2.4921899137571812,109.0,106.0
Washington Wizards vs Portland Trail Blazers,Washington Wizards,Portland Trail Blazers,210.69661293829216,-3.121181906789584,104.0,107.0
Washington Wizards vs Sacramento Kings,Washington Wizards,Sacramento Kings,211.85714930032083,1.3868485039190754,107.0,106.0
Washington Wizards vs Toronto Raptors,Washington Wizards,Toronto Raptors,205.79396058395554,-4.974568542261661,101.0,106.0
Washington Wizards vs Utah Jazz,Washington Wizards,Utah Jazz,195.08494932549513,-4.005351291263313,96.0,100.0
Washington Wizards vs Cleveland Cavaliers,Washington Wizards,Cleveland Cavaliers,207.26241512881376,-6.993401174196496,100.0,107.0
Washington Wizards vs Dallas Mavericks,Washington Wizards,Dallas Mavericks,205.73921096529904,-1.5924859144797905,103.0,105.0
Washington Wizards vs Los Angeles Clippers,Washington Wizards,Los Angeles Clippers,209.8541246804536,-6.590093740549744,102.0,109.0
Washington Wizards vs Minnesota Timberwolves,Washington Wizards,Minnesota Timberwolves,209.67164443900901,2.483803853867784,107.0,104.0
Washington Wizards vs Orlando Magic,Washington Wizards,Orlando Magic,205.17140907877172,2.5107399554819936,104.0,102.0
Washington Wizards vs Chicago Bulls,Washington Wizards,Chicago Bulls,203.88762262881738,-2.406644330021668,101.0,104.0
Washington Wizards vs Milwaukee Bucks,Washington Wizards,Milwaukee Bucks,203.20959118802205,-0.45700008381637813,101.0,102.0
Washington Wizards vs Atlanta Hawks,Washington Wizards,Atlanta Hawks,203.8614313818967,-4.34539336311428,100.0,104.0
Washington Wizards vs Detroit Pistons,Washington Wizards,Detroit Pistons,203.0764989024123,-1.3143400057046386,101.0,103.0
Washington Wizards vs Golden State Warriors,Washington Wizards,Golden State Warriors,216.246865864967,-12.073041916332604,102.0,114.0
Washington Wizards vs Houston Rockets,Washington Wizards,Houston Rockets,215.3718684073021,-4.485704856317378,106.0,111.0
Washington Wizards vs Oklahoma City Thunder,Washington Wizards,Oklahoma City Thunder,211.8072253290626,-5.677760840346851,104.0,110.0
Washington Wizards vs Philadelphia 76ers,Washington Wizards,Philadelphia 76ers,204.3904418959084,6.316269466104968,106.0,100.0
Washington Wizards vs Brooklyn Nets,Washington Wizards,Brooklyn Nets,208.60055483528697,3.522577788906807,107.0,104.0
Brooklyn Nets vs Los Angeles Lakers,Brooklyn Nets,Los Angeles Lakers,209.85694127979633,-0.4501689615082731,105.0,106.0
Brooklyn Nets vs New Orleans Pelicans,Brooklyn Nets,New Orleans Pelicans,207.6852703259296,-6.708229657932088,101.0,108.0
Brooklyn Nets vs San Antonio Spurs,Brooklyn Nets,San Antonio Spurs,201.90716630129424,-16.3265269419591,94.0,110.0
Brooklyn Nets vs Boston Celtics,Brooklyn Nets,Boston Celtics,209.12038041095371,-9.88591603069284,100.0,110.0
Brooklyn Nets vs Charlotte Hornets,Brooklyn Nets,Charlotte Hornets,203.2631613296317,-8.190342941897264,98.0,107.0
Brooklyn Nets vs Denver Nuggets,Brooklyn Nets,Denver Nuggets,213.8609476300319,-6.10681380411723,104.0,110.0
Brooklyn Nets vs Indiana Pacers,Brooklyn Nets,Indiana Pacers,203.62647598893727,-8.739881405592316,98.0,106.0
Brooklyn Nets vs Memphis Grizzlies,Brooklyn Nets,Memphis Grizzlies,199.43480556291166,-8.450977369336464,96.0,105.0
Brooklyn Nets vs Miami Heat,Brooklyn Nets,Miami Heat,199.6819838307071,-8.506478880934846,96.0,104.0
Brooklyn Nets vs New York Knicks,Brooklyn Nets,New York Knicks,203.31995671212593,-3.135938974434367,101.0,104.0
Brooklyn Nets vs Phoenix Suns,Brooklyn Nets,Phoenix Suns,213.2886778905363,-3.8569211733860036,105.0,109.0
Brooklyn Nets vs Portland Trail Blazers,Brooklyn Nets,Portland Trail Blazers,210.91121131996198,-9.47029299393277,101.0,111.0
Brooklyn Nets vs Sacramento Kings,Brooklyn Nets,Sacramento Kings,212.07174768199064,-4.96226258322411,104.0,109.0
Brooklyn Nets vs Toronto Raptors,Brooklyn Nets,Toronto Raptors,206.0085589656253,-11.323679629404845,98.0,110.0
Brooklyn Nets vs Utah Jazz,Brooklyn Nets,Utah Jazz,195.2995477071649,-10.354462378406497,93.0,104.0
Brooklyn Nets vs Cleveland Cavaliers,Brooklyn Nets,Cleveland Cavaliers,207.47701351048346,-13.342512261339682,97.0,111.0
Brooklyn Nets vs Dallas Mavericks,Brooklyn Nets,Dallas Mavericks,205.95380934696885,-7.941597001622975,99.0,107.0
Brooklyn Nets vs Los Angeles Clippers,Brooklyn Nets,Los Angeles Clippers,210.06872306212335,-12.93920482769293,99.0,112.0
Brooklyn Nets vs Minnesota Timberwolves,Brooklyn Nets,Minnesota Timberwolves,209.88624282067877,-3.865307233275401,104.0,108.0
Brooklyn Nets vs Orlando Magic,Brooklyn Nets,Orlando Magic,205.38600746044148,-3.8383711316611913,101.0,105.0
Brooklyn Nets vs Chicago Bulls,Brooklyn Nets,Chicago Bulls,204.1022210104872,-8.755755417164853,98.0,107.0
Brooklyn Nets vs Milwaukee Bucks,Brooklyn Nets,Milwaukee Bucks,203.4241895696918,-6.8061111709595625,99.0,106.0
Brooklyn Nets vs Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,204.0760297635664,-10.694504450257464,97.0,108.0
Brooklyn Nets vs Detroit Pistons,Brooklyn Nets,Detroit Pistons,203.291097284082,-7.663451092847824,98.0,106.0
Brooklyn Nets vs Golden State Warriors,Brooklyn Nets,Golden State Warriors,216.4614642466367,-18.422153003475792,99.0,118.0
Brooklyn Nets vs Houston Rockets,Brooklyn Nets,Houston Rockets,215.58646678897185,-10.834815943460562,103.0,114.0
