,a_tm,h_tm,sgoals,mqij,sim_ascore,sim_hscore
Memphis Grizzlies vs Los Angeles Clippers,Memphis Grizzlies,Los Angeles Clippers,200.6883754080783,-7.314760756592843,97.0,104.0
Memphis Grizzlies vs Minnesota Timberwolves,Memphis Grizzlies,Minnesota Timberwolves,200.5058951666337,1.7591368378246854,102.0,100.0
Memphis Grizzlies vs Orlando Magic,Memphis Grizzlies,Orlando Magic,196.0056598063964,1.786072939438895,99.0,98.0
Memphis Grizzlies vs Chicago Bulls,Memphis Grizzlies,Chicago Bulls,194.72187335644213,-3.131311346064767,96.0,99.0
Memphis Grizzlies vs Milwaukee Bucks,Memphis Grizzlies,Milwaukee Bucks,194.04384191564674,-1.1816670998594767,97.0,98.0
Memphis Grizzlies vs Atlanta Hawks,Memphis Grizzlies,Atlanta Hawks,194.69568210952133,-5.070060379157378,95.0,100.0
Memphis Grizzlies vs Detroit Pistons,Memphis Grizzlies,Detroit Pistons,193.91074963003695,-2.039007021747737,96.0,98.0
Memphis Grizzlies vs Golden State Warriors,Memphis Grizzlies,Golden State Warriors,207.08111659259163,-12.797708932375704,98.0,111.0
Memphis Grizzlies vs Houston Rockets,Memphis Grizzlies,Houston Rockets,206.20611913492678,-5.210371872360477,101.0,106.0
Memphis Grizzlies vs Oklahoma City Thunder,Memphis Grizzlies,Oklahoma City Thunder,202.64147605668728,-6.402427856389949,99.0,105.0
Memphis Grizzlies vs Philadelphia 76ers,Memphis Grizzlies,Philadelphia 76ers,195.22469262353314,5.591602450061869,101.0,95.0
Memphis Grizzlies vs Washington Wizards,Memphis Grizzlies,Washington Wizards,199.2202071812419,-3.5512003142794764,98.0,102.0
Memphis Grizzlies vs Brooklyn Nets,Memphis Grizzlies,Brooklyn Nets,199.43480556291166,2.7979107728637085,102.0,99.0
Miami Heat vs Los Angeles Lakers,Miami Heat,Los Angeles Lakers,200.7237718935467,5.229776621190197,104.0,98.0
Miami Heat vs New Orleans Pelicans,Miami Heat,New Orleans Pelicans,198.55210093967997,-1.0282840752336186,100.0,101.0
Miami Heat vs San Antonio Spurs,Miami Heat,San Antonio Spurs,192.77399691504462,-10.646581359260628,92.0,103.0
Miami Heat vs Boston Celtics,Miami Heat,Boston Celtics,199.9872110247041,-4.205970447994371,98.0,102.0
Miami Heat vs Charlotte Hornets,Miami Heat,Charlotte Hornets,194.1299919433821,-2.5103973591987936,96.0,99.0
Miami Heat vs Denver Nuggets,Miami Heat,Denver Nuggets,204.72777824378227,-0.4268682214187609,103.0,103.0
Miami Heat vs Indiana Pacers,Miami Heat,Indiana Pacers,194.49330660268765,-3.059935822893846,97.0,100.0
Miami Heat vs Memphis Grizzlies,Miami Heat,Memphis Grizzlies,190.30163617666204,-2.771031786637995,94.0,97.0
Miami Heat vs New York Knicks,Miami Heat,New York Knicks,194.1867873258763,2.544006608264102,99.0,96.0
Miami Heat vs Phoenix Suns,Miami Heat,Phoenix Suns,204.15550850428667,1.8230244093124655,103.0,102.0
Miami Heat vs Portland Trail Blazers,Miami Heat,Portland Trail Blazers,201.77804193371236,-3.7903474112342996,99.0,103.0
Miami Heat vs Sacramento Kings,Miami Heat,Sacramento Kings,202.93857829574102,0.7176829994743592,103.0,102.0
Miami Heat vs Toronto Raptors,Miami Heat,Toronto Raptors,196.87538957937568,-5.643734046706376,96.0,102.0
Miami Heat vs Utah Jazz,Miami Heat,Utah Jazz,186.16637832091527,-4.674516795708029,91.0,96.0
Miami Heat vs Cleveland Cavaliers,Miami Heat,Cleveland Cavaliers,198.34384412423384,-7.6625666786412125,96.0,104.0
Miami Heat vs Dallas Mavericks,Miami Heat,Dallas Mavericks,196.82063996071923,-2.2616514189245063,98.0,100.0
Miami Heat vs Los Angeles Clippers,Miami Heat,Los Angeles Clippers,200.93555367587373,-7.25925924499446,97.0,105.0
Miami Heat vs Minnesota Timberwolves,Miami Heat,Minnesota Timberwolves,200.75307343442915,1.8146383494230682,102.0,100.0
Miami Heat vs Orlando Magic,Miami Heat,Orlando Magic,196.25283807419186,1.8415744510372778,100.0,98.0
Miami Heat vs Chicago Bulls,Miami Heat,Chicago Bulls,194.96905162423758,-3.075809834466384,97.0,100.0
Miami Heat vs Milwaukee Bucks,Miami Heat,Milwaukee Bucks,194.29102018344219,-1.126165588261094,97.0,98.0
Miami Heat vs Atlanta Hawks,Miami Heat,Atlanta Hawks,194.94286037731678,-5.014558867558995,95.0,100.0
Miami Heat vs Detroit Pistons,Miami Heat,Detroit Pistons,194.1579278978324,-1.9835055101493544,97.0,99.0
Miami Heat vs Golden State Warriors,Miami Heat,Golden State Warriors,207.32829486038708,-12.742207420777321,98.0,111.0
Miami Heat vs Houston Rockets,Miami Heat,Houston Rockets,206.45329740272223,-5.154870360762094,101.0,106.0
Miami Heat vs Oklahoma City Thunder,Miami Heat,Oklahoma City Thunder,202.88865432448273,-6.346926344791566,99.0,105.0
Miami Heat vs Philadelphia 76ers,Miami Heat,Philadelphia 76ers,195.4718708913286,5.647103961660251,101.0,96.0
Miami Heat vs Washington Wizards,Miami Heat,Washington Wizards,199.46738544903735,-3.4956988026810936,99.0,102.0
Miami Heat vs Brooklyn Nets,Miami Heat,Brooklyn Nets,199.6819838307071,2.8534122844620913,102.0,99.0
New York Knicks vs Los Angeles Lakers,New York Knicks,Los Angeles Lakers,204.36174477496553,-0.14076328531028404,102.0,102.0
New York Knicks vs New Orleans Pelicans,New York Knicks,New Orleans Pelicans,202.19007382109874,-6.398823981734099,99.0,105.0
New York Knicks vs San Antonio Spurs,New York Knicks,San Antonio Spurs,196.41196979646338,-16.01712126576111,90.0,107.0
New York Knicks vs Boston Celtics,New York Knicks,Boston Celtics,203.62518390612286,-9.57651035449485,97.0,107.0
New York Knicks vs Charlotte Hornets,New York Knicks,Charlotte Hornets,197.7679648248009,-7.8809372656992736,95.0,103.0
New York Knicks vs Denver Nuggets,New York Knicks,Denver Nuggets,208.36575112520103,-5.79740812791924,102.0,108.0
New York Knicks vs Indiana Pacers,New York Knicks,Indiana Pacers,198.13127948410641,-8.430475729394326,95.0,104.0
New York Knicks vs Memphis Grizzlies,New York Knicks,Memphis Grizzlies,193.93960905808086,-8.141571693138475,93.0,101.0
New York Knicks vs Miami Heat,New York Knicks,Miami Heat,194.1867873258763,-8.197073204736858,93.0,102.0
New York Knicks vs Phoenix Suns,New York Knicks,Phoenix Suns,207.79348138570543,-3.5475154971880145,103.0,106.0
New York Knicks vs Portland Trail Blazers,New York Knicks,Portland Trail Blazers,205.41601481513112,-9.16088731773478,98.0,107.0
New York Knicks vs Sacramento Kings,New York Knicks,Sacramento Kings,206.57655117715979,-4.652856907026121,101.0,106.0
New York Knicks vs Toronto Raptors,New York Knicks,Toronto Raptors,200.51336246079444,-11.014273953206857,95.0,107.0
New York Knicks vs Utah Jazz,New York Knicks,Utah Jazz,189.8043512023341,-10.045056702208509,90.0,100.0
New York Knicks vs Cleveland Cavaliers,New York Knicks,Cleveland Cavaliers,201.98181700565266,-13.033106585141692,95.0,108.0
New York Knicks vs Dallas Mavericks,New York Knicks,Dallas Mavericks,200.458612842138,-7.632191325424987,97.0,105.0
New York Knicks vs Los Angeles Clippers,New York Knicks,Los Angeles Clippers,204.5735265572925,-12.62979915149494,96.0,109.0
New York Knicks vs Minnesota Timberwolves,New York Knicks,Minnesota Timberwolves,204.39104631584797,-3.5559015570774117,101.0,105.0
New York Knicks vs Orlando Magic,New York Knicks,Orlando Magic,199.89081095561068,-3.528965455463202,99.0,103.0
New York Knicks vs Chicago Bulls,New York Knicks,Chicago Bulls,198.60702450565634,-8.446349740966864,96.0,104.0
New York Knicks vs Milwaukee Bucks,New York Knicks,Milwaukee Bucks,197.928993064861,-6.496705494761574,96.0,103.0
New York Knicks vs Atlanta Hawks,New York Knicks,Atlanta Hawks,198.5808332587356,-10.385098774059475,95.0,105.0
New York Knicks vs Detroit Pistons,New York Knicks,Detroit Pistons,197.7959007792512,-7.354045416649834,96.0,103.0
New York Knicks vs Golden State Warriors,New York Knicks,Golden State Warriors,210.9662677418059,-18.112747327277802,97.0,115.0
New York Knicks vs Houston Rockets,New York Knicks,Houston Rockets,210.091270284141,-10.525410267262574,100.0,111.0
New York Knicks vs Oklahoma City Thunder,New York Knicks,Oklahoma City Thunder,206.52662720590155,-11.717466251292045,98.0,110.0
New York Knicks vs Philadelphia 76ers,New York Knicks,Philadelphia 76ers,199.10984377274735,0.276564055159771,100.0,100.0
New York Knicks vs Washington Wizards,New York Knicks,Washington Wizards,203.1053583304561,-8.866238709181573,98.0,107.0
New York Knicks vs Brooklyn Nets,New York Knicks,Brooklyn Nets,203.31995671212593,-2.5171276220383887,101.0,103.0
Phoenix Suns vs Los Angeles Lakers,Phoenix Suns,Los Angeles Lakers,214.3304659533759,0.5802189136413527,108.0,108.0
Phoenix Suns vs New Orleans Pelicans,Phoenix Suns,New Orleans Pelicans,212.1587949995091,-5.677841782782462,104.0,109.0
Phoenix Suns vs San Antonio Spurs,Phoenix Suns,San Antonio Spurs,206.38069097487374,-15.29613906680947,96.0,111.0
Phoenix Suns vs Boston Celtics,Phoenix Suns,Boston Celtics,213.59390508453322,-8.855528155543213,103.0,112.0
Phoenix Suns vs Charlotte Hornets,Phoenix Suns,Charlotte Hornets,207.73668600321128,-7.159955066747637,101.0,108.0
Phoenix Suns vs Denver Nuggets,Phoenix Suns,Denver Nuggets,218.33447230361145,-5.076425928967604,107.0,113.0
Phoenix Suns vs Indiana Pacers,Phoenix Suns,Indiana Pacers,208.10000066251683,-7.709493530442689,100.0,108.0
Phoenix Suns vs Memphis Grizzlies,Phoenix Suns,Memphis Grizzlies,203.90833023649122,-7.420589494186839,99.0,106.0
Phoenix Suns vs Miami Heat,Phoenix Suns,Miami Heat,204.15550850428667,-7.4760910057852215,99.0,106.0
Phoenix Suns vs New York Knicks,Phoenix Suns,New York Knicks,207.79348138570543,-2.105551099284741,103.0,105.0
Phoenix Suns vs Portland Trail Blazers,Phoenix Suns,Portland Trail Blazers,215.38473599354148,-8.439905118783143,104.0,112.0
Phoenix Suns vs Sacramento Kings,Phoenix Suns,Sacramento Kings,216.54527235557015,-3.931874708074484,107.0,111.0
Phoenix Suns vs Toronto Raptors,Phoenix Suns,Toronto Raptors,210.48208363920486,-10.29329175425522,101.0,111.0
Phoenix Suns vs Utah Jazz,Phoenix Suns,Utah Jazz,199.77307238074445,-9.324074503256872,96.0,106.0
Phoenix Suns vs Cleveland Cavaliers,Phoenix Suns,Cleveland Cavaliers,211.95053818406308,-12.312124386190055,101.0,113.0
Phoenix Suns vs Dallas Mavericks,Phoenix Suns,Dallas Mavericks,210.42733402054836,-6.91120912647335,102.0,109.0
Phoenix Suns vs Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers,214.54224773570292,-11.908816952543303,102.0,114.0
Phoenix Suns vs Minnesota Timberwolves,Phoenix Suns,Minnesota Timberwolves,214.35976749425834,-2.834919358125775,106.0,109.0
Phoenix Suns vs Orlando Magic,Phoenix Suns,Orlando Magic,209.85953213402104,-2.8079832565115654,104.0,107.0
Phoenix Suns vs Chicago Bulls,Phoenix Suns,Chicago Bulls,208.5757456840667,-7.725367542015228,101.0,109.0
Phoenix Suns vs Milwaukee Bucks,Phoenix Suns,Milwaukee Bucks,207.89771424327137,-5.775723295809938,102.0,108.0
Phoenix Suns vs Atlanta Hawks,Phoenix Suns,Atlanta Hawks,208.549554437146,-9.664116575107839,100.0,109.0
Phoenix Suns vs Detroit Pistons,Phoenix Suns,Detroit Pistons,207.76462195766163,-6.633063217698197,102.0,108.0
Phoenix Suns vs Golden State Warriors,Phoenix Suns,Golden State Warriors,220.9349889202163,-17.391765128326163,102.0,120.0
Phoenix Suns vs Houston Rockets,Phoenix Suns,Houston Rockets,220.0599914625514,-9.804428068310937,106.0,116.0
Phoenix Suns vs Oklahoma City Thunder,Phoenix Suns,Oklahoma City Thunder,216.4953483843119,-10.99648405234041,103.0,114.0
Phoenix Suns vs Philadelphia 76ers,Phoenix Suns,Philadelphia 76ers,209.07856495115772,0.9975462541114077,106.0,105.0
Phoenix Suns vs Washington Wizards,Phoenix Suns,Washington Wizards,213.07407950886653,-8.145256510229936,103.0,111.0
Phoenix Suns vs Brooklyn Nets,Phoenix Suns,Brooklyn Nets,213.2886778905363,-1.796145423086752,106.0,108.0
Portland Trail Blazers vs Los Angeles Lakers,Portland Trail Blazers,Los Angeles Lakers,211.95299938280158,6.193590734188119,109.0,103.0
Portland Trail Blazers vs New Orleans Pelicans,Portland Trail Blazers,New Orleans Pelicans,209.78132842893478,-0.06446996223569679,106.0,106.0
Portland Trail Blazers vs San Antonio Spurs,Portland Trail Blazers,San Antonio Spurs,204.00322440429943,-9.682767246262706,97.0,107.0
Portland Trail Blazers vs Boston Celtics,Portland Trail Blazers,Boston Celtics,211.2164385139589,-3.242156334996449,104.0,107.0
Portland Trail Blazers vs Charlotte Hornets,Portland Trail Blazers,Charlotte Hornets,205.35921943263696,-1.5465832462008717,102.0,104.0
Portland Trail Blazers vs Denver Nuggets,Portland Trail Blazers,Denver Nuggets,215.95700573303708,0.5369458915791614,109.0,108.0
Portland Trail Blazers vs Indiana Pacers,Portland Trail Blazers,Indiana Pacers,205.72253409194246,-2.096121709895924,102.0,104.0
Portland Trail Blazers vs Memphis Grizzlies,Portland Trail Blazers,Memphis Grizzlies,201.5308636659169,-1.807217673640073,100.0,102.0
Portland Trail Blazers vs Miami Heat,Portland Trail Blazers,Miami Heat,201.77804193371236,-1.862719185238456,100.0,102.0
Portland Trail Blazers vs New York Knicks,Portland Trail Blazers,New York Knicks,205.41601481513112,3.5078207212620245,105.0,101.0
Portland Trail Blazers vs Phoenix Suns,Portland Trail Blazers,Phoenix Suns,215.38473599354148,2.7868385223103878,109.0,107.0
Portland Trail Blazers vs Sacramento Kings,Portland Trail Blazers,Sacramento Kings,214.16780578499583,1.681497112472281,108.0,107.0
Portland Trail Blazers vs Toronto Raptors,Portland Trail Blazers,Toronto Raptors,208.1046170686305,-4.6799199337084545,102.0,107.0
Portland Trail Blazers vs Utah Jazz,Portland Trail Blazers,Utah Jazz,197.39560581017014,-3.7107026827101066,98.0,101.0
Portland Trail Blazers vs Cleveland Cavaliers,Portland Trail Blazers,Cleveland Cavaliers,209.5730716134887,-6.698752565643289,102.0,108.0
Portland Trail Blazers vs Dallas Mavericks,Portland Trail Blazers,Dallas Mavericks,208.04986744997404,-1.2978373059265842,104.0,105.0
Portland Trail Blazers vs Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,212.16478116512855,-6.295445131996537,103.0,109.0
Portland Trail Blazers vs Minnesota Timberwolves,Portland Trail Blazers,Minnesota Timberwolves,211.98230092368402,2.7784524624209905,108.0,105.0
Portland Trail Blazers vs Orlando Magic,Portland Trail Blazers,Orlando Magic,207.48206556344672,2.8053885640352,105.0,103.0
Portland Trail Blazers vs Chicago Bulls,Portland Trail Blazers,Chicago Bulls,206.1982791134924,-2.111995721468462,103.0,105.0
Portland Trail Blazers vs Milwaukee Bucks,Portland Trail Blazers,Milwaukee Bucks,205.52024767269705,-0.16235147526317162,103.0,103.0
Portland Trail Blazers vs Atlanta Hawks,Portland Trail Blazers,Atlanta Hawks,206.17208786657164,-4.050744754561073,101.0,105.0
Portland Trail Blazers vs Detroit Pistons,Portland Trail Blazers,Detroit Pistons,205.38715538708726,-1.0196913971514323,103.0,104.0
Portland Trail Blazers vs Golden State Warriors,Portland Trail Blazers,Golden State Warriors,218.55752234964194,-11.7783933077794,104.0,116.0
Portland Trail Blazers vs Houston Rockets,Portland Trail Blazers,Houston Rockets,217.68252489197704,-4.1910562477641715,107.0,112.0
Portland Trail Blazers vs Oklahoma City Thunder,Portland Trail Blazers,Oklahoma City Thunder,214.1178818137376,-5.383112231793644,104.0,110.0
Portland Trail Blazers vs Philadelphia 76ers,Portland Trail Blazers,Philadelphia 76ers,206.7010983805834,6.610918074658173,107.0,101.0
Portland Trail Blazers vs Washington Wizards,Portland Trail Blazers,Washington Wizards,210.69661293829216,-2.5318846896831717,105.0,107.0
Portland Trail Blazers vs Brooklyn Nets,Portland Trail Blazers,Brooklyn Nets,210.91121131996198,3.8172263974600136,108.0,104.0
Sacramento Kings vs Los Angeles Lakers,Sacramento Kings,Los Angeles Lakers,213.11353574483024,1.6855603234794585,108.0,106.0
Sacramento Kings vs New Orleans Pelicans,Sacramento Kings,New Orleans Pelicans,210.94186479096345,-4.572500372944356,104.0,108.0
Sacramento Kings vs San Antonio Spurs,Sacramento Kings,San Antonio Spurs,205.1637607663281,-14.190797656971364,96.0,111.0
Sacramento Kings vs Boston Celtics,Sacramento Kings,Boston Celtics,212.37697487598757,-7.750186745705108,103.0,111.0
Sacramento Kings vs Charlotte Hornets,Sacramento Kings,Charlotte Hornets,206.51975579466563,-6.054613656909531,101.0,107.0
Sacramento Kings vs Denver Nuggets,Sacramento Kings,Denver Nuggets,217.11754209506574,-3.971084519129498,107.0,111.0
Sacramento Kings vs Indiana Pacers,Sacramento Kings,Indiana Pacers,206.88307045397113,-6.604152120604583,100.0,107.0
Sacramento Kings vs Memphis Grizzlies,Sacramento Kings,Memphis Grizzlies,202.69140002794558,-6.315248084348732,99.0,105.0
Sacramento Kings vs Miami Heat,Sacramento Kings,Miami Heat,202.93857829574102,-6.370749595947115,99.0,105.0
Sacramento Kings vs New York Knicks,Sacramento Kings,New York Knicks,206.57655117715979,-1.0002096894466348,103.0,104.0
Sacramento Kings vs Phoenix Suns,Sacramento Kings,Phoenix Suns,216.54527235557015,-1.7211918883982715,108.0,109.0
Sacramento Kings vs Portland Trail Blazers,Sacramento Kings,Portland Trail Blazers,214.16780578499583,-7.334563708945037,104.0,111.0
Sacramento Kings vs Toronto Raptors,Sacramento Kings,Toronto Raptors,209.26515343065915,-9.187950344417112,100.0,110.0
Sacramento Kings vs Utah Jazz,Sacramento Kings,Utah Jazz,198.5561421721988,-8.218733093418766,96.0,104.0
Sacramento Kings vs Cleveland Cavaliers,Sacramento Kings,Cleveland Cavaliers,210.73360797551737,-11.206782976351949,100.0,112.0
Sacramento Kings vs Dallas Mavericks,Sacramento Kings,Dallas Mavericks,209.2104038120027,-5.805867716635243,102.0,108.0
Sacramento Kings vs Los Angeles Clippers,Sacramento Kings,Los Angeles Clippers,213.3253175271572,-10.803475542705197,102.0,113.0
Sacramento Kings vs Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves,213.1428372857127,-1.7295779482876688,106.0,108.0
Sacramento Kings vs Orlando Magic,Sacramento Kings,Orlando Magic,208.6426019254754,-1.7026418466734592,104.0,106.0
Sacramento Kings vs Chicago Bulls,Sacramento Kings,Chicago Bulls,207.35881547552106,-6.620026132177121,101.0,107.0
Sacramento Kings vs Milwaukee Bucks,Sacramento Kings,Milwaukee Bucks,206.68078403472572,-4.670381885971831,102.0,106.0
Sacramento Kings vs Atlanta Hawks,Sacramento Kings,Atlanta Hawks,207.3326242286003,-8.558775165269733,100.0,108.0
Sacramento Kings vs Detroit Pistons,Sacramento Kings,Detroit Pistons,206.54769174911593,-5.527721807860091,101.0,107.0
Sacramento Kings vs Golden State Warriors,Sacramento Kings,Golden State Warriors,219.7180587116706,-16.28642371848806,102.0,118.0
Sacramento Kings vs Houston Rockets,Sacramento Kings,Houston Rockets,218.8430612540057,-8.699086658472831,106.0,114.0
Sacramento Kings vs Oklahoma City Thunder,Sacramento Kings,Oklahoma City Thunder,215.27841817576626,-9.891142642502302,104.0,114.0
Sacramento Kings vs Philadelphia 76ers,Sacramento Kings,Philadelphia 76ers,207.86163474261207,2.1028876639495144,105.0,103.0
Sacramento Kings vs Washington Wizards,Sacramento Kings,Washington Wizards,211.85714930032083,-7.0399151003918305,103.0,110.0
Sacramento Kings vs Brooklyn Nets,Sacramento Kings,Brooklyn Nets,212.07174768199064,-0.6908040132486457,106.0,107.0
Toronto Raptors vs Los Angeles Lakers,Toronto Raptors,Los Angeles Lakers,207.0503470284649,8.046977369660194,108.0,100.0
Toronto Raptors vs New Orleans Pelicans,Toronto Raptors,New Orleans Pelicans,204.8786760745981,1.7889166732363804,104.0,102.0
Toronto Raptors vs San Antonio Spurs,Toronto Raptors,San Antonio Spurs,199.10057204996275,-7.829380610790629,97.0,105.0
Toronto Raptors vs Boston Celtics,Toronto Raptors,Boston Celtics,206.31378615962223,-1.3887696995243721,103.0,105.0
Toronto Raptors vs Charlotte Hornets,Toronto Raptors,Charlotte Hornets,200.45656707830028,0.30680338927120454,101.0,101.0
Toronto Raptors vs Denver Nuggets,Toronto Raptors,Denver Nuggets,211.05435337870045,2.3903325270512377,107.0,105.0
Toronto Raptors vs Indiana Pacers,Toronto Raptors,Indiana Pacers,200.81988173760584,-0.24273507442384723,101.0,101.0
Toronto Raptors vs Memphis Grizzlies,Toronto Raptors,Memphis Grizzlies,196.62821131158023,0.046168961832003585,99.0,99.0
Toronto Raptors vs Miami Heat,Toronto Raptors,Miami Heat,196.87538957937568,-0.009332549766379206,99.0,99.0
Toronto Raptors vs New York Knicks,Toronto Raptors,New York Knicks,200.51336246079444,5.361207356734102,104.0,98.0
Toronto Raptors vs Phoenix Suns,Toronto Raptors,Phoenix Suns,210.48208363920486,4.640225157782464,108.0,103.0
Toronto Raptors vs Portland Trail Blazers,Toronto Raptors,Portland Trail Blazers,208.1046170686305,-0.9731466627643013,104.0,105.0
Toronto Raptors vs Sacramento Kings,Toronto Raptors,Sacramento Kings,209.26515343065915,3.5348837479443573,107.0,103.0
Toronto Raptors vs Utah Jazz,Toronto Raptors,Utah Jazz,192.49295345583346,-1.8573160472380303,96.0,97.0
Toronto Raptors vs Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers,204.67041925915208,-4.845365930171214,101.0,105.0
Toronto Raptors vs Dallas Mavericks,Toronto Raptors,Dallas Mavericks,203.14721509563736,0.5555493295454923,102.0,102.0
Toronto Raptors vs Los Angeles Clippers,Toronto Raptors,Los Angeles Clippers,207.26212881079192,-4.442058496524462,102.0,107.0
Toronto Raptors vs Minnesota Timberwolves,Toronto Raptors,Minnesota Timberwolves,207.07964856934734,4.631839097893067,106.0,102.0
Toronto Raptors vs Orlando Magic,Toronto Raptors,Orlando Magic,202.57941320911004,4.658775199507277,104.0,99.0
Toronto Raptors vs Chicago Bulls,Toronto Raptors,Chicago Bulls,201.2956267591557,-0.25860908599638543,101.0,102.0
Toronto Raptors vs Milwaukee Bucks,Toronto Raptors,Milwaukee Bucks,200.61759531836037,1.6910351602089047,102.0,100.0
Toronto Raptors vs Atlanta Hawks,Toronto Raptors,Atlanta Hawks,201.26943551223502,-2.197358119088997,100.0,102.0
Toronto Raptors vs Detroit Pistons,Toronto Raptors,Detroit Pistons,200.48450303275064,0.8336952383206442,102.0,101.0
Toronto Raptors vs Golden State Warriors,Toronto Raptors,Golden State Warriors,213.65486999530532,-9.925006672307322,103.0,113.0
Toronto Raptors vs Houston Rockets,Toronto Raptors,Houston Rockets,212.77987253764041,-2.3376696122920952,106.0,108.0
Toronto Raptors vs Oklahoma City Thunder,Toronto Raptors,Oklahoma City Thunder,209.21522945940092,-3.5297255963215677,103.0,106.0
Toronto Raptors vs Philadelphia 76ers,Toronto Raptors,Philadelphia 76ers,201.79844602624672,8.46430471013025,105.0,97.0
Toronto Raptors vs Washington Wizards,Toronto Raptors,Washington Wizards,205.79396058395554,-0.678498054211095,103.0,104.0
Toronto Raptors vs Brooklyn Nets,Toronto Raptors,Brooklyn Nets,206.0085589656253,5.67061303293209,106.0,100.0
Utah Jazz vs Los Angeles Lakers,Utah Jazz,Los Angeles Lakers,196.3413357700045,7.077760118661848,102.0,95.0
Utah Jazz vs New Orleans Pelicans,Utah Jazz,New Orleans Pelicans,194.16966481613775,0.8196994222380325,98.0,97.0
Utah Jazz vs San Antonio Spurs,Utah Jazz,San Antonio Spurs,188.3915607915024,-8.798597861788977,90.0,99.0
Utah Jazz vs Boston Celtics,Utah Jazz,Boston Celtics,195.60477490116187,-2.3579869505227196,97.0,99.0
Utah Jazz vs Charlotte Hornets,Utah Jazz,Charlotte Hornets,189.74755581983987,-0.6624138617271429,95.0,96.0
Utah Jazz vs Denver Nuggets,Utah Jazz,Denver Nuggets,200.34534212024005,1.4211152760528907,102.0,100.0
Utah Jazz vs Indiana Pacers,Utah Jazz,Indiana Pacers,190.11087047914543,-1.2119523254221949,95.0,97.0
Utah Jazz vs Memphis Grizzlies,Utah Jazz,Memphis Grizzlies,185.91920005311982,-0.9230482891663438,93.0,94.0
Utah Jazz vs Miami Heat,Utah Jazz,Miami Heat,186.16637832091527,-0.9785498007647266,93.0,94.0
Utah Jazz vs New York Knicks,Utah Jazz,New York Knicks,189.8043512023341,4.391990105735754,97.0,93.0
Utah Jazz vs Phoenix Suns,Utah Jazz,Phoenix Suns,199.77307238074445,3.671007906784117,102.0,98.0
Utah Jazz vs Portland Trail Blazers,Utah Jazz,Portland Trail Blazers,197.39560581017014,-1.9423639137626487,98.0,100.0
Utah Jazz vs Sacramento Kings,Utah Jazz,Sacramento Kings,198.5561421721988,2.5656664969460103,101.0,98.0
Utah Jazz vs Toronto Raptors,Utah Jazz,Toronto Raptors,192.49295345583346,-3.795750549234725,95.0,99.0
Utah Jazz vs Cleveland Cavaliers,Utah Jazz,Cleveland Cavaliers,193.96140800069162,-5.814583181169561,94.0,100.0
Utah Jazz vs Dallas Mavericks,Utah Jazz,Dallas Mavericks,192.438203837177,-0.41366792145285514,97.0,97.0
Utah Jazz vs Los Angeles Clippers,Utah Jazz,Los Angeles Clippers,196.5531175523315,-5.411275747522809,96.0,101.0
Utah Jazz vs Minnesota Timberwolves,Utah Jazz,Minnesota Timberwolves,196.37063731088693,3.662621846894719,101.0,97.0
Utah Jazz vs Orlando Magic,Utah Jazz,Orlando Magic,191.87040195064964,3.6895579485089285,98.0,94.0
Utah Jazz vs Chicago Bulls,Utah Jazz,Chicago Bulls,190.58661550069536,-1.2278263369947329,95.0,96.0
Utah Jazz vs Milwaukee Bucks,Utah Jazz,Milwaukee Bucks,189.90858405989997,0.7218179092105572,96.0,95.0
Utah Jazz vs Atlanta Hawks,Utah Jazz,Atlanta Hawks,190.56042425377456,-3.1665753700873442,94.0,98.0
Utah Jazz vs Detroit Pistons,Utah Jazz,Detroit Pistons,189.77549177429017,-0.13552201267770325,95.0,95.0
Utah Jazz vs Golden State Warriors,Utah Jazz,Golden State Warriors,202.94585873684485,-10.89422392330567,96.0,107.0
Utah Jazz vs Houston Rockets,Utah Jazz,Houston Rockets,202.07086127918,-3.3068868632904427,100.0,103.0
Utah Jazz vs Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder,198.5062182009405,-4.498942847319915,97.0,102.0
Utah Jazz vs Philadelphia 76ers,Utah Jazz,Philadelphia 76ers,191.08943476778637,7.495087459131902,100.0,92.0
Utah Jazz vs Washington Wizards,Utah Jazz,Washington Wizards,195.08494932549513,-1.6477153052094424,97.0,99.0
Utah Jazz vs Brooklyn Nets,Utah Jazz,Brooklyn Nets,195.2995477071649,4.701395781933742,100.0,96.0
Cleveland Cavaliers vs Los Angeles Lakers,Cleveland Cavaliers,Los Angeles Lakers,208.51880157332306,10.06581000159503,109.0,99.0
Cleveland Cavaliers vs New Orleans Pelicans,Cleveland Cavaliers,New Orleans Pelicans,206.34713061945632,3.8077493051712152,106.0,102.0
Cleveland Cavaliers vs San Antonio Spurs,Cleveland Cavaliers,San Antonio Spurs,200.56902659482097,-5.810547978855794,97.0,103.0
Cleveland Cavaliers vs Boston Celtics,Cleveland Cavaliers,Boston Celtics,207.78224070448044,0.6300629324104636,105.0,104.0
Cleveland Cavaliers vs Charlotte Hornets,Cleveland Cavaliers,Charlotte Hornets,201.92502162315844,2.3256360212060403,102.0,100.0
